Rooms,Type,Price,Propertycount,Distance
5,h,,16166,14.7
3,h,372000,16166,14.7
3,h,,5058,6.4
2,h,,5058,6.4
3,h,967000,5058,6.4
3,h,840000,5058,6.4
3,t,,2230,3.1
3,h,555000,2474,16.5
3,h,586000,2474,16.5
3,h,422000,2474,16.5
4,h,910000,7392,16.7
4,h,,7392,16.7
4,h,1295000,7392,16.7
4,h,700000,1999,17.6
3,t,1460000,6380,6.8
5,h,1410000,6380,6.8
2,u,,6380,6.8
3,h,,6380,6.8
2,h,940000,6380,6.8
3,h,,6380,6.8
2,u,,4380,4.6
3,h,,4380,4.6
2,h,,4380,4.6
1,u,372000,4380,4.6
3,u,,4380,4.6
1,u,412500,4380,4.6
4,h,695000,2940,25.5
4,h,560000,2940,25.5
3,h,710000,1369,12.7
3,h,810000,1369,12.7
3,h,,6543,6.3
3,h,,6543,6.3
3,h,1930000,6543,6.3
2,h,,6543,6.3
2,h,,6543,6.3
3,u,1160000,1543,7.5
4,h,1150000,1543,7.5
3,u,752000,3464,10.4
2,t,300000,2185,10.5
3,t,705000,5301,11
2,u,391000,5301,11
2,u,440000,5301,11
4,h,845000,5301,11
4,h,1200000,6567,4.3
3,h,1440000,6567,4.3
4,h,850000,2243,21.5
3,h,830000,2243,21.5
3,h,890000,2243,21.5
3,h,443000,1130,16.5
3,h,825000,4502,9.5
2,t,585000,4502,9.5
3,u,,7809,9.7
4,h,2650000,5366,17.3
3,h,1910000,5366,17.3
3,t,890000,5366,17.3
4,h,1436000,5366,17.3
2,h,,5366,17.3
3,h,1470000,6795,11.4
4,t,850000,10969,13.8
4,h,1130000,10969,13.8
4,h,680000,17093,35.2
3,h,,5713,13.4
2,h,935000,5713,13.4
3,h,1306000,5713,13.4
2,h,650000,5713,13.4
4,h,,5713,13.4
5,h,1135000,2867,13.4
3,h,1150000,2867,13.4
3,h,890000,4387,13.4
3,u,910000,4387,13.4
5,h,1210000,2887,27
3,h,1005000,2887,27
2,u,440000,2887,27
4,h,730000,1240,34.7
3,h,670000,1390,16.1
2,u,1300000,10579,10.5
3,u,880000,6938,10.3
4,h,1920000,6938,10.3
3,h,380000,4294,14
2,t,525000,962,6.4
2,t,465000,962,6.4
3,h,810000,11918,5.2
2,u,764000,11918,5.2
2,h,1105000,11918,5.2
2,h,1260000,11918,5.2
3,t,955000,11918,5.2
1,t,895000,11918,5.2
2,u,570000,5533,4
2,u,400500,7082,5.2
3,t,797500,7082,5.2
3,u,787000,4480,10.8
4,h,681000,10175,12.1
3,h,790500,10175,12.1
3,t,956000,5678,10.4
3,h,1468000,5678,10.4
2,u,752000,8920,7.7
4,h,3800000,3265,8.4
2,u,576800,7822,10.1
2,u,465000,7822,10.1
2,u,757500,7822,10.1
4,h,535000,8060,34.9
3,t,999000,3582,11.7
4,t,1042500,3582,11.7
2,u,570000,9758,17.9
4,h,1042500,9758,17.9
3,t,905000,9758,17.9
4,t,875000,9758,17.9
4,h,925000,9758,17.9
3,h,1055000,9758,17.9
4,h,925000,9758,17.9
2,u,525000,9758,17.9
4,h,680000,3789,27.1
3,t,810000,11204,6.7
3,h,,3445,6.7
2,h,1230000,4553,2
3,h,490000,15510,20.6
3,h,426750,15510,20.6
5,h,715000,11925,23
3,h,680000,11925,23
3,h,702500,1863,23
3,h,406000,2246,14
4,h,500000,10894,24.7
3,h,570000,10894,24.7
3,h,,10894,24.7
2,u,,10894,24.7
5,h,825000,2276,14.7
5,h,,4258,21.8
3,t,950000,9028,12.4
3,h,1250500,10999,14.3
4,h,1210000,10999,14.3
3,h,1105000,4790,16.1
3,h,1000500,4790,16.1
3,h,488000,3533,28.8
2,u,,3040,1.3
3,t,750000,2546,27
3,h,1238000,8989,7.2
2,u,640000,8989,7.2
3,h,520000,10926,19.6
3,u,432000,10926,19.6
4,h,1402000,9264,7.5
3,h,897000,9264,7.5
2,u,730000,2970,5.7
4,h,755000,10788,24.8
2,t,,6244,3.6
2,u,,3593,3.4
2,h,950000,7570,5.1
3,u,674000,7570,5.1
3,h,1000000,4385,15.4
3,h,1000000,4385,15.4
3,h,1035500,4385,15.4
3,h,475000,17055,38
3,h,425000,2500,36.9
3,t,580000,7566,38
4,h,647000,7566,38
4,h,686000,7566,38
4,h,1300000,7566,38
3,h,1250000,534,7.2
4,h,755000,3285,12.9
3,u,,10412,7.3
2,h,689000,8524,16.1
3,h,,8524,16.1
4,h,682000,4864,20.4
4,h,918000,2606,11.2
4,h,1875000,5454,13.8
2,h,,5454,13.8
2,u,475000,2356,13.8
4,h,,2356,13.8
4,h,1010000,1048,18.7
3,t,706750,2947,8.8
2,h,785000,2947,8.8
3,h,808000,2674,8.8
3,h,652000,2674,8.8
2,h,755000,4794,16
3,h,355000,13830,18.4
3,h,500000,13830,18.4
3,h,430000,13830,18.4
3,h,,13830,18.4
4,h,650000,13830,18.4
3,h,400000,13830,18.4
2,u,,5549,7.8
3,h,1220000,5549,7.8
4,h,1235000,2339,14.5
3,h,618000,3656,15.5
3,h,695000,5629,11.7
4,h,710000,570,15.5
4,h,843000,1119,10.4
2,u,515000,5263,3.4
2,t,781000,5263,3.4
3,h,1668000,10331,5.4
3,u,,2671,7.3
5,h,1000000,1414,12.1
3,h,332000,3553,31.7
3,h,518000,8279,16.3
2,h,538000,6732,29.9
3,h,1275000,4168,12.7
2,u,335000,3873,6.4
2,u,735000,8801,8.4
3,t,1011000,4918,4.3
2,h,1170000,2397,11.4
4,t,1518000,2397,11.4
3,u,,2397,11.4
4,h,437500,4704,17.4
2,u,,17496,0
3,h,255000,3600,31.7
3,h,,3600,31.7
4,h,350000,4718,29.8
4,h,342000,6065,31.7
2,u,525000,6162,20
3,h,625000,10529,17.9
3,h,600000,10529,17.9
5,h,,6871,17.2
2,u,718000,6871,17.2
4,t,920000,6871,17.2
2,u,602000,6871,17.2
4,h,982000,3891,16.2
2,h,860000,6232,6.2
3,h,1260000,6232,6.2
4,h,,2555,14.3
4,h,1016000,2555,14.3
4,h,770000,8280,26.5
5,h,883000,8280,26.5
1,u,332500,3650,21.5
1,u,370000,3650,21.5
3,h,640000,3650,21.5
4,t,,13366,14.2
3,u,733000,13366,14.2
4,h,1055000,7113,18.8
4,h,880000,7113,18.8
2,h,910000,5498,6.2
2,h,780000,5498,6.2
3,t,676000,2291,10.4
3,h,991000,2291,10.4
2,u,,2291,10.4
2,t,610000,2291,10.4
3,h,,11806,22.7
3,u,550000,11806,22.7
3,t,1300000,6821,1.8
3,h,1300000,11364,5.3
3,h,,902,16.7
4,t,,2651,11.2
3,t,770000,2651,11.2
3,h,1045000,3224,12.3
3,u,770000,2547,12.3
5,h,900000,3692,15.5
2,u,480500,5087,21.5
4,h,2400000,5087,21.5
2,u,500000,2309,1.8
2,h,,2309,1.8
1,u,395000,2309,1.8
2,t,476450,7485,8.5
3,h,810000,7485,8.5
2,t,,21650,12
2,h,555000,21650,12
2,t,350000,21650,12
3,h,540000,21650,12
2,u,600000,14949,2.4
2,u,450000,14949,2.4
3,h,,7785,19.9
2,h,,7785,19.9
3,h,,4407,21.3
4,h,791000,4407,21.3
3,h,780000,3540,8.9
4,h,935000,11667,23.5
3,h,451000,5833,20.6
4,h,410000,5833,20.6
3,h,685000,8077,35.4
3,h,660000,8077,35.4
2,h,930000,5943,1.9
1,u,450000,14887,2.7
1,u,,14887,2.7
1,u,407000,14887,2.7
1,u,455000,8400,0.7
2,u,,8400,0.7
3,h,750000,7412,20.8
3,h,660500,4054,22.2
3,h,546000,14042,14
3,h,550000,14042,14
1,u,475000,13240,5
2,u,390000,13240,5
1,u,500000,13240,5
2,u,730000,13240,5
4,h,1635000,3284,8.2
3,h,1194000,3284,8.2
2,u,,5457,10.2
3,u,880000,5457,10.2
3,h,480000,10160,18.4
4,h,796000,4242,18
4,h,605000,4242,18
4,h,685000,5336,15.5
2,t,692000,5420,12.4
4,h,577000,7955,15.3
2,u,426000,7955,15.3
3,h,1430000,8870,7
2,t,,8870,7
2,u,525500,8870,7
4,h,,4280,17.2
4,h,805000,5424,14.7
4,h,855000,5424,14.7
4,h,1660000,7082,14.7
3,h,502000,16166,14.7
3,h,450000,16166,14.7
3,h,398000,16166,14.7
1,u,241000,5058,6.4
1,u,,5058,6.4
3,h,910000,5058,6.4
4,h,537000,2474,16.5
5,h,1100000,7392,16.7
1,u,452000,4380,4.6
5,h,412000,5262,27.2
3,h,367000,5262,27.2
3,h,753000,1369,12.7
3,h,1035000,6543,6.3
1,u,510000,6543,6.3
2,u,381000,6543,6.3
3,h,766000,5301,11
2,t,640000,5132,9.4
3,h,574000,1281,12.8
2,h,955000,6567,4.3
3,t,,2824,21.5
5,h,3350000,5682,7.9
4,h,1670000,7809,9.7
3,h,714000,3598,23.2
4,h,,6795,11.4
4,t,1235000,10969,13.8
3,h,1402000,5713,13.4
4,h,,5713,13.4
3,h,730000,3589,8.6
2,h,1094000,11918,5.2
3,h,1135000,11918,5.2
4,h,1290000,5533,4
4,h,1280000,4480,10.8
3,h,680000,10175,12.1
3,t,,5678,10.4
2,u,650000,5678,10.4
4,h,,5678,10.4
3,h,,5678,10.4
4,t,,4048,14.7
4,h,,8920,7.7
4,h,2718000,3106,3.5
1,u,468000,3106,3.5
1,u,,7822,10.1
3,h,1646000,7822,10.1
3,h,,7719,14.8
2,u,712000,9758,17.9
4,h,1126000,5837,16.7
3,h,782000,3445,6.7
1,u,,4553,2
2,u,,4553,2
3,h,393500,15510,20.6
4,h,504000,15510,20.6
3,h,487000,15510,20.6
3,h,350000,15510,20.6
3,h,430000,4939,34.7
3,h,845000,11925,23
4,h,,8322,24.7
4,h,630000,2898,18
3,t,572000,4258,21.8
5,h,964000,3940,22.2
3,h,1300000,9028,12.4
3,u,885000,10999,14.3
3,h,1337000,2546,27
2,u,510000,8989,7.2
4,h,630000,8443,28.5
3,h,635000,8443,28.5
2,u,,9264,7.5
3,h,1240000,9264,7.5
4,h,635000,5070,13.1
5,h,2875000,6244,3.6
3,h,1180000,4385,15.4
3,h,1096000,4385,15.4
4,h,,10412,7.3
2,u,,10412,7.3
5,h,1480000,15321,16.7
4,t,,15321,16.7
5,h,810000,8870,11.2
3,t,580000,8870,11.2
4,h,770000,8524,16.1
4,h,755000,8524,16.1
3,h,,2606,11.2
1,u,450000,11308,5.3
4,h,3050000,6482,6.2
2,u,579000,2890,8.9
3,h,453000,13830,18.4
3,h,915000,5629,11.7
3,u,570000,5263,3.4
4,h,2315000,10331,5.4
4,h,,8459,25.2
4,h,831000,4654,26
2,h,731000,1414,12.1
4,h,810000,2949,23.3
3,h,615000,8279,16.3
2,u,389000,8743,41
3,t,,8801,8.4
3,h,840000,4918,4.3
3,h,,2397,11.4
3,h,313000,3600,31.7
3,h,237000,4718,29.8
4,t,1015000,6871,17.2
3,t,,3891,16.2
3,t,876000,13366,14.2
3,h,640000,7113,18.8
3,h,660000,7113,18.8
2,t,680000,11364,5.3
5,h,1800000,4973,15.4
3,h,864500,4973,15.4
3,h,850000,2547,12.3
3,h,782000,3692,15.5
3,h,1110000,5087,21.5
2,h,920000,7485,8.5
3,h,460000,1490,23.8
4,h,640000,15542,14.7
3,h,450000,15542,14.7
3,h,860000,14577,8.4
3,h,990000,14577,8.4
2,u,512000,14577,8.4
3,t,678000,21650,12
2,t,,21650,12
4,h,1285000,11667,23.5
4,h,458500,5833,20.6
3,h,820000,2206,22.2
4,h,550000,2756,34.7
4,h,,984,6.2
2,u,569000,8400,0.7
3,h,635000,14042,14
2,t,330000,14042,14
3,h,755000,14042,14
4,h,,13240,5
3,h,790000,4217,10.5
4,h,625000,4217,10.5
3,h,550000,6763,10.5
4,h,601000,6763,10.5
5,h,,5457,10.2
3,h,411500,10160,18.4
5,h,1710000,5420,12.4
3,h,855000,7955,15.3
3,t,555000,7955,15.3
3,h,3850000,7217,4.1
3,h,2840000,7217,4.1
4,h,1170000,7082,14.7
3,h,419000,16166,14.7
4,h,1900000,6380,6.8
2,u,460000,802,6.8
4,h,,5262,27.2
3,h,365000,5262,27.2
3,u,630000,3464,10.4
2,h,601000,3464,10.4
3,u,560000,3464,10.4
3,h,865000,3464,10.4
2,u,520000,3464,10.4
2,u,622000,3464,10.4
2,h,1520000,3280,3
3,h,3000000,3280,3
2,h,1780000,2211,5.7
3,h,1100000,5301,11
2,u,430000,5301,11
4,t,1070000,5132,9.4
4,h,610000,1281,12.8
2,h,455000,1281,12.8
2,u,,4836,6.3
3,t,,4836,6.3
2,u,600000,4836,6.3
3,h,2500000,4836,6.3
3,h,,4836,6.3
2,u,856000,4836,6.3
4,h,,4836,6.3
2,u,,4836,6.3
4,h,1340000,6567,4.3
2,u,,6567,4.3
2,h,1386000,6567,4.3
2,u,600000,6567,4.3
1,u,307000,6567,4.3
3,h,1700000,3052,10.2
4,h,1573000,2894,10.2
3,h,,1130,16.5
4,h,1235000,4502,9.5
3,t,,2952,6.4
3,h,,5682,7.9
3,t,1130000,7809,9.7
3,h,1446000,7809,9.7
3,h,,7809,9.7
2,u,,5366,17.3
1,u,435000,5366,17.3
4,t,,6795,11.4
1,u,,6795,11.4
2,h,980000,6795,11.4
2,u,930000,10969,13.8
4,h,1450000,10969,13.8
4,h,950000,10969,13.8
4,h,,10969,13.8
2,u,,10969,13.8
4,t,1300000,10969,13.8
4,h,1800000,2867,13.4
2,u,490000,2887,27
4,h,999999,9704,25
3,h,1260000,4605,10.9
3,h,1870000,10579,10.5
3,h,1400000,10579,10.5
3,t,148000,10579,10.5
4,h,2100000,10579,10.5
4,h,1800000,10579,10.5
2,u,800000,10579,10.5
4,t,1450000,6938,10.3
4,h,1650000,6938,10.3
4,h,2305000,6938,10.3
3,h,1800000,6938,10.3
5,t,2900000,6938,10.3
2,h,1700000,6938,10.3
4,h,,6938,10.3
2,h,1170000,6938,10.3
2,u,775000,6938,10.3
5,h,1800000,6938,10.3
2,t,450000,4294,14
3,h,565000,4294,14
3,h,680000,962,6.4
3,h,,962,6.4
3,t,640000,962,6.4
2,h,880000,11918,5.2
3,h,880000,11918,5.2
2,h,860000,11918,5.2
2,u,,11918,5.2
4,h,,5533,4
4,h,1000000,4480,10.8
3,h,1049000,4480,10.8
3,t,855000,4480,10.8
3,h,,1686,14.8
4,t,,5678,10.4
3,h,1386600,5678,10.4
3,h,800000,5678,10.4
5,t,,4048,14.7
4,h,1000000,4048,14.7
4,h,890000,2674,14.8
4,h,2075000,8920,7.7
4,t,1650000,8920,7.7
4,u,,8920,7.7
5,h,,3265,8.4
2,u,,3265,8.4
3,t,1036000,3106,3.5
2,u,420000,7822,10.1
2,u,500500,7822,10.1
1,u,280000,7822,10.1
3,h,880000,7822,10.1
2,u,530000,6923,7.8
3,h,1352500,5051,8.7
4,t,1500000,5051,8.7
3,h,1132000,3582,11.7
3,t,910000,3582,11.7
3,h,860000,2076,27
4,h,860000,2076,27
4,h,1320000,9758,17.9
6,h,,9758,17.9
2,u,,9758,17.9
3,h,899000,9758,17.9
4,h,,2727,17.5
3,h,871000,2727,17.5
3,t,550000,5837,16.7
3,h,1721135,5837,16.7
3,u,760000,5837,16.7
3,h,900000,5837,16.7
2,t,510000,4734,17.5
3,t,885000,4734,17.5
2,t,630000,4734,17.5
4,h,,4734,17.5
4,h,,2954,3.6
4,h,,2987,43.4
2,u,720000,11204,6.7
4,h,1197000,11204,6.7
3,h,840000,11204,6.7
3,h,850000,11204,6.7
2,h,677500,11204,6.7
3,t,700000,11204,6.7
4,h,397000,1636,42.1
3,h,1291000,4553,2
3,h,,15510,20.6
4,h,630000,15510,20.6
3,h,554500,15510,20.6
4,h,750000,2985,23
3,h,700000,1863,23
3,h,,2246,14
3,h,539000,10894,24.7
3,h,596000,10894,24.7
4,h,480000,6388,14.8
4,h,692700,6388,14.8
3,h,557500,6388,14.8
4,h,820000,4258,21.8
3,h,855000,3940,22.2
4,h,,9028,12.4
3,u,,10999,14.3
4,h,1250000,10999,14.3
3,u,820000,10999,14.3
4,h,1520000,4790,16.1
4,h,,7254,25.9
4,h,500000,7254,25.9
4,h,,4898,7.2
2,t,642500,6990,18
2,h,600000,6990,18
3,h,835000,6990,18
4,h,1065000,6990,18
4,h,1200000,6990,18
2,u,520000,8989,7.2
2,u,888000,8989,7.2
1,u,,8989,7.2
5,h,660000,10926,19.6
3,h,595000,10926,19.6
5,h,1900000,9264,7.5
2,h,,9264,7.5
2,u,660500,9264,7.5
2,h,1121000,588,7.5
3,h,1300000,2970,5.7
3,h,,10788,24.8
2,u,421000,3593,3.4
4,h,1350000,7570,5.1
2,u,,7570,5.1
1,u,,7570,5.1
3,h,870000,4385,15.4
3,h,980000,4385,15.4
3,h,,2500,36.9
2,u,,2403,10.1
2,u,390000,2403,10.1
2,u,390000,2403,10.1
2,u,800000,2403,10.1
2,u,,10412,7.3
3,h,1710000,10412,7.3
2,u,915000,10412,7.3
2,u,,10412,7.3
4,h,1005000,15321,16.7
3,h,1500000,15321,16.7
4,t,,15321,16.7
4,h,818000,8524,16.1
3,h,610000,8524,16.1
2,t,450000,2606,11.2
2,u,835000,5454,13.8
3,h,1390000,5454,13.8
2,h,1475000,5454,13.8
2,h,1165000,5454,13.8
3,h,1625000,11308,5.3
2,h,1850000,11308,5.3
3,h,,11308,5.3
4,h,,11308,5.3
2,u,655000,11308,5.3
3,h,,11308,5.3
2,h,,11308,5.3
4,h,3105000,6482,6.2
4,h,,6482,6.2
2,u,670000,6482,6.2
3,h,1020000,2890,8.9
3,h,,2674,8.8
2,u,575000,4794,16
3,h,1275000,4794,16
4,h,,4794,16
2,u,525200,4794,16
5,h,,5556,18
3,h,595000,13830,18.4
4,h,610000,13830,18.4
3,h,1251000,3145,12.3
3,u,820000,768,12.3
2,u,580000,768,12.3
3,h,1950000,1554,7.8
3,h,615000,851,14
2,h,450000,851,14
4,h,1080000,622,31.6
3,h,740000,2339,14.5
3,h,731000,2339,14.5
3,t,575000,3656,15.5
2,t,,5629,11.7
3,h,750000,5629,11.7
3,h,880000,5629,11.7
4,h,1400000,5263,3.4
1,t,570900,5263,3.4
2,u,652000,5263,3.4
2,h,1000000,10331,5.4
2,u,640000,10331,5.4
4,h,,10331,5.4
3,t,1250000,10331,5.4
3,h,,10331,5.4
3,h,,2671,7.3
4,h,,2671,7.3
3,h,780000,1414,12.1
1,u,,1808,6.4
5,h,,394,5.9
3,h,,8279,16.3
4,h,680000,8279,16.3
4,h,697000,8743,41
4,h,,8743,41
4,h,710000,6732,29.9
2,t,640000,3873,6.4
3,u,,4675,5.9
3,h,1180000,8801,8.4
4,h,1330000,8801,8.4
3,h,1625000,8801,8.4
3,h,,8801,8.4
2,u,795000,8801,8.4
4,h,,8801,8.4
5,h,,8801,8.4
4,h,1500000,8801,8.4
2,h,,8801,8.4
3,h,1980000,8801,8.4
4,h,2115000,8801,8.4
2,u,651000,8801,8.4
4,h,900000,4918,4.3
4,t,,2397,11.4
2,t,1050000,2397,11.4
4,h,1700000,2397,11.4
3,t,,2397,11.4
4,h,,4704,17.4
5,h,,4704,17.4
3,u,605000,17496,0
2,u,,17496,0
3,u,1150000,17496,0
2,u,590000,17496,0
3,t,940000,6162,20
3,h,900000,6162,20
3,t,995000,6162,20
4,h,,5812,25.9
4,h,660000,5812,25.9
3,h,2090000,1158,20.6
4,h,,2019,3
2,u,518000,10529,17.9
4,h,1400000,6871,17.2
3,h,831000,6871,17.2
2,u,475000,6871,17.2
5,h,2495000,2079,10.2
2,t,860500,6232,6.2
4,h,1155000,2555,14.3
2,u,,3650,21.5
3,h,870000,13366,14.2
2,u,670000,13366,14.2
5,h,1432000,13366,14.2
4,h,1140000,13366,14.2
3,h,1025000,13366,14.2
4,h,2100000,13366,14.2
2,u,,13366,14.2
3,u,1253000,13366,14.2
3,h,881000,7113,18.8
4,h,905000,7113,18.8
3,h,908000,7113,18.8
1,u,300000,4442,10.1
3,u,,4442,10.1
3,t,965000,4442,10.1
3,h,1254000,4442,10.1
4,t,,4442,10.1
3,u,450000,5498,6.2
3,t,890000,5498,6.2
3,h,800000,2291,10.4
2,u,652500,2291,10.4
4,h,750000,11806,22.7
3,h,1120000,11806,22.7
3,h,680000,11806,22.7
2,u,450000,6821,1.8
4,h,1465000,11364,5.3
3,h,1330000,11364,5.3
3,t,1110000,11364,5.3
3,h,1095000,11364,5.3
2,u,,902,16.7
3,h,,902,16.7
2,h,1165000,3224,12.3
3,h,1150000,3224,12.3
3,t,855000,2547,12.3
2,h,1180000,3692,15.5
3,h,800700,3692,15.5
3,h,1000000,5087,21.5
3,h,1020000,5087,21.5
2,h,,7485,8.5
2,t,530000,7485,8.5
3,t,,7485,8.5
3,t,800000,7485,8.5
4,h,723000,15542,14.7
3,h,1200000,8648,3.5
2,u,725000,8648,3.5
3,u,1250000,8648,3.5
2,u,840000,8648,3.5
2,u,845000,8648,3.5
3,h,1740000,8648,3.5
4,h,1200000,8648,3.5
2,u,545700,7717,4.6
2,u,645000,7717,4.6
2,u,644000,7717,4.6
1,u,455500,7717,4.6
3,h,780000,14577,8.4
3,h,730000,14577,8.4
3,u,810000,14577,8.4
2,h,890000,14577,8.4
4,h,,21650,12
3,h,630000,21650,12
3,h,682000,21650,12
4,h,1200000,21650,12
2,h,541000,21650,12
2,u,522500,21650,12
3,u,870000,14949,2.4
2,t,1035000,14949,2.4
2,h,,14949,2.4
2,h,1472000,14949,2.4
4,h,800000,7785,19.9
3,h,495000,7785,19.9
3,h,790000,7785,19.9
2,u,425000,4407,21.3
3,h,730000,4407,21.3
3,h,,3619,19.9
4,h,1436000,3540,8.9
2,u,,3540,8.9
3,h,520000,5833,20.6
3,h,1270000,4497,15.2
3,h,1015000,2417,5.1
3,h,970000,2417,5.1
3,t,1040000,2417,5.1
3,t,835000,984,6.2
5,h,,7969,20.5
1,u,350000,14887,2.7
3,h,,14887,2.7
2,h,1460000,14887,2.7
3,h,1650000,14887,2.7
3,u,1250000,14887,2.7
2,u,,8400,0.7
3,u,835000,8400,0.7
3,h,950000,1223,6.2
3,h,720000,4054,22.2
3,h,760000,14042,14
1,u,445000,13240,5
2,h,,13240,5
2,u,641600,13240,5
4,h,1357500,3284,8.2
3,h,490000,14092,31.7
3,h,692000,14092,31.7
3,h,,3755,10.5
2,h,635000,4217,10.5
3,h,628000,6763,10.5
3,h,,3640,18
4,h,,10160,18.4
4,h,680000,10160,18.4
4,h,,4242,18
4,h,1220000,6202,15.5
4,h,,6202,15.5
4,t,,5420,12.4
3,t,,5420,12.4
2,t,750000,5420,12.4
5,h,1040000,5420,12.4
3,h,660000,7955,15.3
2,u,,7955,15.3
4,h,1550000,8870,7
2,h,700000,8870,7
3,t,,7217,4.1
2,h,2500000,7217,4.1
5,h,4800000,7217,4.1
4,h,,3296,12.9
5,h,1100000,2698,8.9
3,h,835000,5424,14.7
3,h,750000,5424,14.7
4,h,1000000,7082,14.7
3,h,910000,2329,14.5
3,h,770000,1442,14.5
3,h,,16166,14.7
3,h,500000,16166,14.7
3,h,770000,5058,6.4
2,u,552000,5058,6.4
4,h,,2474,16.5
4,h,635000,2474,16.5
3,h,,2474,16.5
2,u,,2474,16.5
2,h,1050000,6380,6.8
3,h,,6380,6.8
4,h,,4380,4.6
3,h,1400000,4380,4.6
2,u,,4380,4.6
2,u,380000,2940,25.5
4,h,,2940,25.5
4,h,,5262,27.2
4,h,790000,1369,12.7
4,h,1200000,6543,6.3
3,h,668000,6543,6.3
2,h,1171000,6543,6.3
2,u,487500,6543,6.3
2,h,1150000,6543,6.3
3,h,,6543,6.3
2,h,1300000,4019,3
2,u,505000,4019,3
3,u,940000,4019,3
2,h,,4019,3
5,h,,1543,7.5
3,t,1150000,1543,7.5
4,h,560000,1899,14
4,h,2200000,3280,3
6,h,3000000,3280,3
2,t,1250000,3280,3
3,h,635000,2185,10.5
2,t,375790,2185,10.5
3,h,,2211,5.7
3,h,1050000,5301,11
5,h,670000,7630,15.5
4,h,,7630,15.5
5,h,,5132,9.4
3,h,760000,5132,9.4
3,h,840000,5132,9.4
4,h,940000,5132,9.4
3,t,755000,5132,9.4
2,h,1025000,5132,9.4
3,h,615000,1281,12.8
1,u,500000,4836,6.3
3,h,1275000,6567,4.3
3,h,1155000,6567,4.3
2,h,1365000,6567,4.3
4,h,,6567,4.3
3,h,,3052,10.2
4,t,,3052,10.2
3,t,1200000,3052,10.2
4,h,1425000,2894,10.2
4,h,,2824,21.5
4,h,,2243,21.5
4,h,1232000,2243,21.5
4,h,915000,2243,21.5
4,h,,1130,16.5
4,h,1030000,4502,9.5
3,h,1100000,4502,9.5
3,h,880000,4502,9.5
3,h,790000,4502,9.5
3,h,,4502,9.5
3,h,450000,2871,37.5
3,h,1725000,5682,7.9
4,h,,5682,7.9
5,h,2450000,5682,7.9
3,t,1340000,5682,7.9
2,u,530000,5682,7.9
4,h,3200000,7809,9.7
5,h,2075000,7809,9.7
3,h,2200000,7809,9.7
5,h,,7809,9.7
3,h,2340000,7809,9.7
4,h,1730000,7809,9.7
4,h,760000,3598,23.2
4,h,1957500,5366,17.3
3,h,1720000,5366,17.3
6,h,2700000,5366,17.3
3,h,,5366,17.3
6,h,1776000,5366,17.3
4,t,1550000,6795,11.4
4,t,1265159,6795,11.4
3,t,1208000,6795,11.4
2,u,745000,6795,11.4
2,u,860000,10969,13.8
4,h,1450000,10969,13.8
4,h,,10969,13.8
4,t,1300000,10969,13.8
3,t,,10969,13.8
3,t,886000,10969,13.8
3,h,1126500,10969,13.8
3,h,1835000,10969,13.8
4,t,1450000,10969,13.8
4,h,1540000,10969,13.8
4,h,1412000,10969,13.8
4,h,1960000,10969,13.8
3,h,1160000,10969,13.8
3,t,770000,10969,13.8
4,h,,17093,35.2
4,h,730000,17093,35.2
3,h,935000,17093,35.2
2,u,,2866,17.3
5,h,,5713,13.4
4,h,,5713,13.4
4,h,2300000,5713,13.4
4,h,1790000,5713,13.4
2,t,,2867,13.4
4,h,,2867,13.4
3,h,,2867,13.4
3,u,,4387,13.4
4,h,1120000,2887,27
3,h,820000,9704,25
4,h,878000,9704,25
4,h,1606000,9704,25
4,h,,4605,10.9
5,h,1540000,4605,10.9
3,h,1693000,4605,10.9
4,h,1875000,4605,10.9
3,t,,4605,10.9
3,h,800000,3589,8.6
3,h,977000,1390,16.1
2,h,826000,1390,16.1
5,h,4400000,10579,10.5
2,h,,10579,10.5
2,u,560000,10579,10.5
2,h,,10579,10.5
3,u,1200000,10579,10.5
3,h,,10579,10.5
2,h,1350000,10579,10.5
2,u,,10579,10.5
4,h,,10579,10.5
5,h,,10579,10.5
2,u,1570000,10579,10.5
5,h,,10579,10.5
3,h,2230000,10579,10.5
3,h,1750000,6938,10.3
4,h,2003000,6938,10.3
2,t,860000,6938,10.3
5,h,,6938,10.3
5,h,,6938,10.3
5,h,1950000,6938,10.3
4,h,850000,4294,14
3,h,464000,4294,14
4,h,605000,4294,14
2,h,600000,4294,14
4,h,605000,4294,14
4,h,,11918,5.2
1,u,540000,11918,5.2
3,h,1100000,11918,5.2
2,u,440000,11918,5.2
3,u,640000,11918,5.2
2,h,1340000,11918,5.2
4,h,1440000,11918,5.2
2,u,606000,11918,5.2
1,u,415000,5533,4
2,h,907000,5533,4
3,h,1710000,5533,4
4,h,,5533,4
2,h,900000,5533,4
2,h,1000000,5533,4
3,h,1070000,5533,4
2,u,600000,7082,5.2
3,h,1400000,7082,5.2
3,h,1085000,7082,5.2
3,h,,4480,10.8
3,u,726000,4480,10.8
3,h,,4480,10.8
3,h,700000,249,45.9
4,h,1050000,249,45.9
5,h,800000,10175,12.1
3,h,,10175,12.1
3,u,550000,10175,12.1
1,u,,10175,12.1
4,h,970000,10175,12.1
4,h,1755000,10175,12.1
3,t,690000,10175,12.1
4,h,665000,1607,14.8
3,h,620000,1607,14.8
4,h,575000,1686,14.8
3,h,,1686,14.8
